name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
bisharp,Bisharp,"[""Dark"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/bisharp.jpg,generation-v,Generation V,490.0,65.0,125.0,100.0,,,70.0,(defeat 3 Bisharp that are holding Leader's Crest),"[{""evolves_to"": ""Kingambit"", ""condition"": ""(defeat 3 Bisharp that are holding Leader's Crest)""}]"
bouffalant,Bouffalant,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/bouffalant.jpg,generation-v,Generation V,490.0,95.0,110.0,95.0,,,55.0,,
rufflet,Rufflet,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/rufflet.jpg,generation-v,Generation V,350.0,70.0,83.0,50.0,,,60.0,,[]
braviary,Braviary,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg,generation-v,Generation V,510.0,100.0,123.0,75.0,,,80.0,,[]
vullaby,Vullaby,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/vullaby.jpg,generation-v,Generation V,370.0,70.0,55.0,75.0,,,60.0,(Level 54),"[{""evolves_to"": ""Mandibuzz"", ""condition"": ""(Level 54)""}]"
mandibuzz,Mandibuzz,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/mandibuzz.jpg,generation-v,Generation V,510.0,110.0,65.0,105.0,,,80.0,,[]
heatmor,Heatmor,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/heatmor.jpg,generation-v,Generation V,484.0,85.0,97.0,66.0,,,65.0,,
durant,Durant,"[""Bug"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/durant.jpg,generation-v,Generation V,484.0,58.0,109.0,112.0,,,109.0,,
deino,Deino,"[""Dark"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/deino.jpg,generation-v,Generation V,300.0,52.0,65.0,50.0,,,38.0,(Level 50),"[{""evolves_to"": ""Zweilous"", ""condition"": ""(Level 50)""}]"
zweilous,Zweilous,"[""Dark"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/zweilous.jpg,generation-v,Generation V,420.0,72.0,85.0,70.0,,,58.0,(Level 64),"[{""evolves_to"": ""Hydreigon"", ""condition"": ""(Level 64)""}]"
hydreigon,Hydreigon,"[""Dark"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/hydreigon.jpg,generation-v,Generation V,600.0,92.0,105.0,90.0,,,98.0,,[]
larvesta,Larvesta,"[""Bug"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/larvesta.jpg,generation-v,Generation V,360.0,55.0,85.0,55.0,,,60.0,(Level 59),"[{""evolves_to"": ""Volcarona"", ""condition"": ""(Level 59)""}]"
volcarona,Volcarona,"[""Bug"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/volcarona.jpg,generation-v,Generation V,550.0,85.0,60.0,65.0,,,100.0,,[]
cobalion,Cobalion,"[""Steel"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/cobalion.jpg,generation-v,Generation V,580.0,91.0,90.0,129.0,,,108.0,,
terrakion,Terrakion,"[""Rock"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/terrakion.jpg,generation-v,Generation V,580.0,91.0,129.0,90.0,,,108.0,,
virizion,Virizion,"[""Grass"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/virizion.jpg,generation-v,Generation V,580.0,91.0,90.0,72.0,,,108.0,,
tornadus,Tornadus,"[""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/tornadus.jpg,generation-v,Generation V,,,,,,,,,
thundurus,Thundurus,"[""Electric"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/thundurus.jpg,generation-v,Generation V,,,,,,,,,
reshiram,Reshiram,"[""Dragon"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/reshiram.jpg,generation-v,Generation V,680.0,100.0,120.0,100.0,,,90.0,,
zekrom,Zekrom,"[""Dragon"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/zekrom.jpg,generation-v,Generation V,680.0,100.0,150.0,120.0,,,90.0,,
landorus,Landorus,"[""Ground"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/landorus.jpg,generation-v,Generation V,,,,,,,,,
kyurem,Kyurem,"[""Dragon"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg,generation-v,Generation V,660.0,125.0,130.0,90.0,,,95.0,,
keldeo,Keldeo,"[""Water"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg,generation-v,Generation V,,,,,,,,,
meloetta,Meloetta,"[""Normal"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/meloetta.jpg,generation-v,Generation V,,,,,,,,,
genesect,Genesect,"[""Bug"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/genesect.jpg,generation-v,Generation V,600.0,71.0,120.0,95.0,,,99.0,,
chespin,Chespin,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/chespin.jpg,generation-vi,Generation VI,313.0,56.0,61.0,65.0,,,38.0,(Level 16),"[{""evolves_to"": ""Quilladin"", ""condition"": ""(Level 16)""}]"
quilladin,Quilladin,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/quilladin.jpg,generation-vi,Generation VI,405.0,61.0,78.0,95.0,,,57.0,(Level 36),"[{""evolves_to"": ""Chesnaught"", ""condition"": ""(Level 36)""}]"
chesnaught,Chesnaught,"[""Grass"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/chesnaught.jpg,generation-vi,Generation VI,530.0,88.0,107.0,122.0,,,64.0,,[]
fennekin,Fennekin,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/fennekin.jpg,generation-vi,Generation VI,307.0,40.0,45.0,40.0,,,60.0,(Level 16),"[{""evolves_to"": ""Braixen"", ""condition"": ""(Level 16)""}]"
braixen,Braixen,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/braixen.jpg,generation-vi,Generation VI,409.0,59.0,59.0,58.0,,,73.0,(Level 36),"[{""evolves_to"": ""Delphox"", ""condition"": ""(Level 36)""}]"
delphox,Delphox,"[""Fire"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg,generation-vi,Generation VI,534.0,75.0,69.0,72.0,,,104.0,,[]
froakie,Froakie,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/froakie.jpg,generation-vi,Generation VI,314.0,41.0,56.0,40.0,,,71.0,(Level 16),"[{""evolves_to"": ""Frogadier"", ""condition"": ""(Level 16)""}]"
frogadier,Frogadier,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/frogadier.jpg,generation-vi,Generation VI,405.0,54.0,63.0,52.0,,,97.0,(Level 36),"[{""evolves_to"": ""Greninja"", ""condition"": ""(Level 36)""}]"
greninja,Greninja,"[""Water"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/greninja.jpg,generation-vi,Generation VI,530.0,72.0,95.0,67.0,,,122.0,,[]
bunnelby,Bunnelby,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/bunnelby.jpg,generation-vi,Generation VI,237.0,38.0,36.0,38.0,,,57.0,(Level 20),"[{""evolves_to"": ""Diggersby"", ""condition"": ""(Level 20)""}]"
diggersby,Diggersby,"[""Normal"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/diggersby.jpg,generation-vi,Generation VI,423.0,85.0,56.0,77.0,,,78.0,,[]
fletchling,Fletchling,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/fletchling.jpg,generation-vi,Generation VI,278.0,45.0,50.0,43.0,,,62.0,(Level 17),"[{""evolves_to"": ""Fletchinder"", ""condition"": ""(Level 17)""}]"
fletchinder,Fletchinder,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/fletchinder.jpg,generation-vi,Generation VI,382.0,62.0,73.0,55.0,,,84.0,(Level 35),"[{""evolves_to"": ""Talonflame"", ""condition"": ""(Level 35)""}]"
talonflame,Talonflame,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/talonflame.jpg,generation-vi,Generation VI,499.0,78.0,81.0,71.0,,,126.0,,[]
scatterbug,Scatterbug,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/scatterbug.jpg,generation-vi,Generation VI,200.0,38.0,35.0,40.0,,,35.0,(Level 9),"[{""evolves_to"": ""Spewpa"", ""condition"": ""(Level 9)""}]"
spewpa,Spewpa,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/spewpa.jpg,generation-vi,Generation VI,213.0,45.0,22.0,60.0,,,29.0,(Level 12),"[{""evolves_to"": ""Vivillon"", ""condition"": ""(Level 12)""}]"
vivillon,Vivillon,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/vivillon.jpg,generation-vi,Generation VI,411.0,80.0,52.0,50.0,,,89.0,,[]
litleo,Litleo,"[""Fire"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/litleo.jpg,generation-vi,Generation VI,369.0,62.0,50.0,58.0,,,72.0,(Level 35),"[{""evolves_to"": ""Pyroar"", ""condition"": ""(Level 35)""}]"
pyroar,Pyroar,"[""Fire"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/pyroar.jpg,generation-vi,Generation VI,507.0,86.0,68.0,72.0,,,106.0,,[]
flabébé,Flabébé,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/flabebe.jpg,generation-vi,Generation VI,303.0,44.0,38.0,39.0,,,42.0,(Level 19),"[{""evolves_to"": ""Floette"", ""condition"": ""(Level 19)""}]"
floette,Floette,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/floette.jpg,generation-vi,Generation VI,371.0,54.0,45.0,47.0,,,52.0,(use Shiny Stone),"[{""evolves_to"": ""Florges"", ""condition"": ""(use Shiny Stone)""}]"
florges,Florges,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/florges.jpg,generation-vi,Generation VI,552.0,78.0,65.0,68.0,,,75.0,,[]
skiddo,Skiddo,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/skiddo.jpg,generation-vi,Generation VI,350.0,66.0,65.0,48.0,,,52.0,(Level 32),"[{""evolves_to"": ""Gogoat"", ""condition"": ""(Level 32)""}]"
gogoat,Gogoat,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gogoat.jpg,generation-vi,Generation VI,531.0,123.0,100.0,62.0,,,68.0,,[]
pancham,Pancham,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/pancham.jpg,generation-vi,Generation VI,348.0,67.0,82.0,62.0,,,43.0,"(Level 32, Dark type Pokémon in party)","[{""evolves_to"": ""Pangoro"", ""condition"": ""(Level 32, Dark type Pokémon in party)""}]"
pangoro,Pangoro,"[""Fighting"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/pangoro.jpg,generation-vi,Generation VI,495.0,95.0,124.0,78.0,,,58.0,,[]
furfrou,Furfrou,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/furfrou.jpg,generation-vi,Generation VI,472.0,75.0,80.0,60.0,,,102.0,,
espurr,Espurr,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/espurr.jpg,generation-vi,Generation VI,355.0,62.0,48.0,54.0,,,68.0,,[]
meowstic,Meowstic,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg,generation-vi,Generation VI,,,,,,,,,
honedge,Honedge,"[""Steel"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/honedge.jpg,generation-vi,Generation VI,325.0,45.0,80.0,100.0,,,28.0,(Level 35),"[{""evolves_to"": ""Doublade"", ""condition"": ""(Level 35)""}]"
doublade,Doublade,"[""Steel"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/doublade.jpg,generation-vi,Generation VI,448.0,59.0,110.0,150.0,,,35.0,(use Dusk Stone),"[{""evolves_to"": ""Aegislash (Shield Forme)"", ""condition"": ""(use Dusk Stone)""}]"
aegislash,Aegislash,"[""Steel"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg,generation-vi,Generation VI,,,,,,,,,
spritzee,Spritzee,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/spritzee.jpg,generation-vi,Generation VI,341.0,78.0,52.0,60.0,,,23.0,(trade holding Sachet),"[{""evolves_to"": ""Aromatisse"", ""condition"": ""(trade holding Sachet)""}]"
aromatisse,Aromatisse,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/aromatisse.jpg,generation-vi,Generation VI,462.0,101.0,72.0,72.0,,,29.0,,[]
swirlix,Swirlix,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/swirlix.jpg,generation-vi,Generation VI,341.0,62.0,48.0,66.0,,,49.0,(trade holding Whipped Dream),"[{""evolves_to"": ""Slurpuff"", ""condition"": ""(trade holding Whipped Dream)""}]"
slurpuff,Slurpuff,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/slurpuff.jpg,generation-vi,Generation VI,480.0,82.0,80.0,86.0,,,72.0,,[]
inkay,Inkay,"[""Dark"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/inkay.jpg,generation-vi,Generation VI,288.0,53.0,54.0,53.0,,,45.0,"(Level 30, holding console upside down)","[{""evolves_to"": ""Malamar"", ""condition"": ""(Level 30, holding console upside down)""}]"
malamar,Malamar,"[""Dark"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/malamar.jpg,generation-vi,Generation VI,482.0,86.0,92.0,88.0,,,73.0,,[]
binacle,Binacle,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/binacle.jpg,generation-vi,Generation VI,306.0,42.0,52.0,67.0,,,50.0,(Level 39),"[{""evolves_to"": ""Barbaracle"", ""condition"": ""(Level 39)""}]"
barbaracle,Barbaracle,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/barbaracle.jpg,generation-vi,Generation VI,500.0,72.0,105.0,115.0,,,68.0,,[]
skrelp,Skrelp,"[""Poison"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/skrelp.jpg,generation-vi,Generation VI,320.0,50.0,60.0,60.0,,,30.0,(Level 48),"[{""evolves_to"": ""Dragalge"", ""condition"": ""(Level 48)""}]"
dragalge,Dragalge,"[""Poison"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/dragalge.jpg,generation-vi,Generation VI,494.0,65.0,75.0,90.0,,,44.0,,[]
clauncher,Clauncher,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/clauncher.jpg,generation-vi,Generation VI,330.0,50.0,53.0,62.0,,,44.0,(Level 37),"[{""evolves_to"": ""Clawitzer"", ""condition"": ""(Level 37)""}]"
clawitzer,Clawitzer,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/clawitzer.jpg,generation-vi,Generation VI,500.0,71.0,73.0,88.0,,,59.0,,[]
helioptile,Helioptile,"[""Electric"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/helioptile.jpg,generation-vi,Generation VI,289.0,44.0,38.0,33.0,,,70.0,(use Sun Stone),"[{""evolves_to"": ""Heliolisk"", ""condition"": ""(use Sun Stone)""}]"
heliolisk,Heliolisk,"[""Electric"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/heliolisk.jpg,generation-vi,Generation VI,481.0,62.0,55.0,52.0,,,109.0,,[]
tyrunt,Tyrunt,"[""Rock"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/tyrunt.jpg,generation-vi,Generation VI,362.0,58.0,89.0,77.0,,,48.0,"(Level 39, Daytime)","[{""evolves_to"": ""Tyrantrum"", ""condition"": ""(Level 39, Daytime)""}]"
tyrantrum,Tyrantrum,"[""Rock"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/tyrantrum.jpg,generation-vi,Generation VI,521.0,82.0,121.0,119.0,,,71.0,,[]
amaura,Amaura,"[""Rock"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/amaura.jpg,generation-vi,Generation VI,362.0,77.0,59.0,50.0,,,46.0,"(Level 39, Nighttime)","[{""evolves_to"": ""Aurorus"", ""condition"": ""(Level 39, Nighttime)""}]"
aurorus,Aurorus,"[""Rock"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/aurorus.jpg,generation-vi,Generation VI,521.0,123.0,77.0,72.0,,,58.0,,[]
sylveon,Sylveon,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/sylveon.jpg,generation-vi,Generation VI,525.0,95.0,65.0,65.0,,,60.0,,[]
hawlucha,Hawlucha,"[""Fighting"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/hawlucha.jpg,generation-vi,Generation VI,500.0,78.0,92.0,75.0,,,118.0,,
dedenne,Dedenne,"[""Electric"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/dedenne.jpg,generation-vi,Generation VI,431.0,67.0,58.0,57.0,,,101.0,,
carbink,Carbink,"[""Rock"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/carbink.jpg,generation-vi,Generation VI,500.0,50.0,50.0,150.0,,,50.0,,
goomy,Goomy,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/goomy.jpg,generation-vi,Generation VI,300.0,45.0,50.0,35.0,,,40.0,,[]
sliggoo,Sliggoo,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg,generation-vi,Generation VI,452.0,68.0,75.0,53.0,,,60.0,"(Level 50, during rain)","[{""evolves_to"": ""Goodra"", ""condition"": ""(Level 50, during rain)""}]"
goodra,Goodra,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/goodra.jpg,generation-vi,Generation VI,600.0,90.0,100.0,70.0,,,80.0,,[]
klefki,Klefki,"[""Steel"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/klefki.jpg,generation-vi,Generation VI,470.0,57.0,80.0,91.0,,,75.0,,
phantump,Phantump,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/phantump.jpg,generation-vi,Generation VI,309.0,43.0,70.0,48.0,,,38.0,(Trade),"[{""evolves_to"": ""Trevenant"", ""condition"": ""(Trade)""}]"
trevenant,Trevenant,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg,generation-vi,Generation VI,474.0,85.0,110.0,76.0,,,56.0,,[]
pumpkaboo,Pumpkaboo,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg,generation-vi,Generation VI,,,,,,,,,
gourgeist,Gourgeist,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg,generation-vi,Generation VI,,,,,,,,,
bergmite,Bergmite,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/bergmite.jpg,generation-vi,Generation VI,304.0,55.0,69.0,85.0,,,28.0,,[]
avalugg,Avalugg,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/avalugg.jpg,generation-vi,Generation VI,514.0,95.0,117.0,184.0,,,28.0,,[]
noibat,Noibat,"[""Flying"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/noibat.jpg,generation-vi,Generation VI,245.0,40.0,30.0,35.0,,,55.0,(Level 48),"[{""evolves_to"": ""Noivern"", ""condition"": ""(Level 48)""}]"
noivern,Noivern,"[""Flying"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/noivern.jpg,generation-vi,Generation VI,535.0,85.0,70.0,80.0,,,123.0,,[]
xerneas,Xerneas,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/xerneas.jpg,generation-vi,Generation VI,680.0,126.0,131.0,95.0,,,99.0,,
yveltal,Yveltal,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/yveltal.jpg,generation-vi,Generation VI,680.0,126.0,131.0,95.0,,,99.0,,
zygarde,Zygarde,"[""Dragon"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg,generation-vi,Generation VI,,,,,,,,,
diancie,Diancie,"[""Rock"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg,generation-vi,Generation VI,600.0,50.0,100.0,150.0,,,50.0,,
hoopa,Hoopa,"[""Psychic"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/hoopa.jpg,generation-vi,Generation VI,,,,,,,,,
volcanion,Volcanion,"[""Fire"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/volcanion.jpg,generation-vi,Generation VI,600.0,80.0,110.0,120.0,,,70.0,,
rowlet,Rowlet,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/rowlet.jpg,generation-vii,Generation VII,320.0,68.0,55.0,55.0,,,42.0,(Level 17),"[{""evolves_to"": ""Dartrix"", ""condition"": ""(Level 17)""}]"
dartrix,Dartrix,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/dartrix.jpg,generation-vii,Generation VII,420.0,78.0,75.0,75.0,,,52.0,,[]
decidueye,Decidueye,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/decidueye.jpg,generation-vii,Generation VII,530.0,78.0,107.0,75.0,,,70.0,,[]
litten,Litten,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/litten.jpg,generation-vii,Generation VII,320.0,45.0,65.0,40.0,,,70.0,(Level 17),"[{""evolves_to"": ""Torracat"", ""condition"": ""(Level 17)""}]"
torracat,Torracat,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/torracat.jpg,generation-vii,Generation VII,420.0,65.0,85.0,50.0,,,90.0,(Level 34),"[{""evolves_to"": ""Incineroar"", ""condition"": ""(Level 34)""}]"
incineroar,Incineroar,"[""Fire"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/incineroar.jpg,generation-vii,Generation VII,530.0,95.0,115.0,90.0,,,60.0,,[]
popplio,Popplio,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/popplio.jpg,generation-vii,Generation VII,320.0,50.0,54.0,54.0,,,40.0,(Level 17),"[{""evolves_to"": ""Brionne"", ""condition"": ""(Level 17)""}]"
brionne,Brionne,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/brionne.jpg,generation-vii,Generation VII,420.0,60.0,69.0,69.0,,,50.0,(Level 34),"[{""evolves_to"": ""Primarina"", ""condition"": ""(Level 34)""}]"
primarina,Primarina,"[""Water"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/primarina.jpg,generation-vii,Generation VII,530.0,80.0,74.0,74.0,,,60.0,,[]
pikipek,Pikipek,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/pikipek.jpg,generation-vii,Generation VII,265.0,35.0,75.0,30.0,,,65.0,(Level 14),"[{""evolves_to"": ""Trumbeak"", ""condition"": ""(Level 14)""}]"
trumbeak,Trumbeak,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/trumbeak.jpg,generation-vii,Generation VII,355.0,55.0,85.0,50.0,,,75.0,(Level 28),"[{""evolves_to"": ""Toucannon"", ""condition"": ""(Level 28)""}]"
toucannon,Toucannon,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/toucannon.jpg,generation-vii,Generation VII,485.0,80.0,120.0,75.0,,,60.0,,[]
yungoos,Yungoos,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/yungoos.jpg,generation-vii,Generation VII,253.0,48.0,70.0,30.0,,,45.0,"(Level 20, Daytime)","[{""evolves_to"": ""Gumshoos"", ""condition"": ""(Level 20, Daytime)""}]"
